"Buyer","Project","SWBS","Cont Supp","Item","LinkedSPN","Description","Original SMOS  Qty","Remaining SMOS  Qty","In Yard Due Date","Lead time","Planned Order Date","UOM","Cust Item On Hand","Cust Item On Order","Cust Item Shortage","On Hold","Entered On Date","Last Mod Date","Last Price","Expected Amount","Compare To Project","Most Recent Order Date"
"8043","471","651","      ","651-01-00055","713022-000000001","BOLT,REG HEX HD (VENDOR FURN","62","0","06/07/2013","0","06/07/2013"," EA   ","0","62","62"," No     ","11/20/2014","08/25/2017","0","0","481","12/16/2016"
"8043","471","651","      ","651-01-00099","712400-000000005","STUD, WELD, FULL THREAD, 3/8","8","0","06/07/2013","123","02/04/2013"," EA   ","0","8","8"," No     ","11/20/2014","08/25/2017","0.182","1.456","403","01/27/2006"
"8043","471","651","      ","651-01-00132","712200000000-002","SCREW, 1/4-20 UNC-2A, SS 316","16","0","11/13/2013","123","07/13/2013"," EA   ","0","16","16"," No     ","09/08/2015","08/25/2017","0.502","8.032","465","02/25/2015"
"8043","471","651","      ","651-01-0017A","731200-000000001","SUB-BASE FOR GRIDDLE STAND  ","1","0","05/08/2014","120","01/08/2014"," EA   ","0","1","1"," No     ","04/22/2013","08/25/2017","0","0","            ",""
"8043","471","651","      ","651-01-0019A","731200-000000002","SUB-BASE FOR U/C REFRIGERATO","3","0","06/07/2013","120","02/07/2013"," EA   ","0","1","1"," No     ","04/22/2013","08/25/2017","0","0","            ",""
"8043","471","651","      ","651-01-0019B","731200-000000006","SUB-BASE FOR U/C REFRIGERATO","1","0","06/07/2013","120","02/07/2013"," EA   ","0","1","1"," No     ","01/22/2015","08/25/2017","0","0","            ",""
"8043","471","651","      ","651-01-0036A","731200-000000003","SUB-BASE FOR FOOD SERVING LI","1","0","05/08/2014","120","01/08/2014"," EA   ","0","1","1"," No     ","04/22/2013","08/25/2017","0","0","            ",""
"8043","471","651","      ","651-01-0036C","731201-000000017","SUB-BASE EXTENSION/SUB-BASE ","1","0","05/08/2014","45","03/24/2014"," EA   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","481","12/16/2016"
"8043","471","651","      ","651-01-0036C","731201-000000017","SUB-BASE EXTENSION/SUB-BASE ","1","0","05/08/2014","45","03/24/2014"," EA   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","481","12/16/2016"
"8043","471","651","      ","651-01-0071D","110600-000000006","BACKING BAR, IAW DET 1-23-2A","2","0","06/07/2013","123","02/04/2013"," EA   ","0","1","1"," No     ","04/22/2013","08/25/2017","27.38","27.38","            ",""
"8043","471","651","      ","651-01-0082A","733300-000000001","COVER, ACCESS, IAW DET 1-23-","2","0","11/25/2013","123","07/25/2013"," EA   ","0","1","1"," No     ","04/22/2013","08/25/2017","14.4","14.4","            ",""
"8043","471","651","      ","651-01-0082D","725818-000000007","SWAYBRACE, MICROWAVE SHELF, ","1","0","01/05/2014","123","09/04/2013"," EA   ","0","1","1"," No     ","02/16/2016","08/25/2017","0","0","            ",""
"8043","471","651","      ","651-01-00S14","730100-000000001","LEGS, MICROWAVE, IAW DET 1-2","36","0","06/07/2013","123","02/04/2013"," EA   ","0","24","24"," No     ","04/17/2014","08/25/2017","13.33","319.92","            ",""
"8043","471","651","      ","651-01-00S16","730100-000000004","LEG, TOASTER, IAW 1-23-1A   ","4","0","05/08/2014","180","11/09/2013"," EA   ","0","4","4"," No     ","09/08/2015","08/25/2017","22.7","90.8","465","11/10/2014"
"8043","471","651","      ","651-01-00S17","180312-000000001","STOP, COUNTER, BEVERAGE TRAY","5","0","10/23/2013","123","06/22/2013"," EA   ","0","5","5"," No     ","09/08/2015","08/25/2017","46.03","230.15","465","03/02/2015"
"8043","471","652","      ","652-01-00002","780600000000-002","LOCKER, MEDICAL, PORTABLE   ","1","0","06/07/2013","120","02/07/2013"," EA   ","0","1","1"," No     ","05/11/2014","08/25/2017","487","487","450","08/04/2009"
"8043","471","652","      ","652-01-00016","780600000000-001","FIRST AID BOX, SHALL BE IAW ","1","0","06/07/2013","120","02/07/2013"," EA   ","0","1","1"," No     ","05/11/2014","08/25/2017","450","450","450","07/22/2009"
"8043","471","664","      ","664-01-00003","780800-000000018","STOWAGE CONTAINER, EEBD, SHA","2","0","06/07/2013","120","02/07/2013"," EA   ","0","2","2"," No     ","05/11/2014","08/25/2017","0","0","467","08/05/2016"
"8043","471","664","      ","664-01-00108","780511-000000004","WIRE ROPE, 3/32"", CRES 304  ","0.16","0","01/20/2014","123","09/19/2013"," EA   ","0","0.1","0.1"," No     ","04/17/2017","08/25/2017","0","0","            ",""
"8043","471","664","      ","664-01-00132","780511-000000005","WIRE SLICE, HEAVY, AL, #4 WI","3","0","01/20/2014","123","09/19/2013"," EA   ","0","3","3"," No     ","04/17/2017","08/25/2017","0","0","            ",""
"8043","471","664","      ","664-01-0043N","780511-000000002","CLIP, REMOVABLE BATTEN, AL  ","6","0","01/20/2014","123","09/19/2013"," EA   ","0","6","6"," No     ","04/17/2017","08/25/2017","0","0","            ",""
"8043","471","664","      ","664-01-0043P","780511-000000003","RETAINER, BATTEN, ALUMINUM  ","6","0","01/20/2014","123","09/19/2013"," EA   ","0","6","6"," No     ","04/17/2017","08/25/2017","0","0","            ",""
"8043","471","664","      ","664-01-043AC","780511-000000001","BATTEN, REMOVABLE, ALUMINUM ","3","0","01/20/2014","123","09/19/2013"," EA   ","0","3","3"," No     ","04/17/2017","08/25/2017","0","0","            ",""
"8043","471","664","      ","664-02-00023","704300-000000024","STRAP, 2"" WIDE, 26"" LG, WIRE","4","0","06/07/2013","123","02/04/2013"," EA   ","0","4","4"," No     ","05/05/2014","08/25/2017","49.27","197.08","481","02/03/2016"
"8043","471","664","      ","664-02-0008M","100401-000000011","PLATE, PATCH, SQUARE SIZE 1 ","4","0","06/07/2013","123","02/04/2013"," EA   ","0","4","4"," No     ","05/06/2014","08/25/2017","35.46","141.84","467","08/22/2012"
"8043","471","664","      ","664-02-0008N","100401-000000012","PLATE, PATCH, SQUARE SIZE 2 ","4","0","06/07/2013","123","02/04/2013"," EA   ","0","4","4"," No     ","05/06/2014","08/25/2017","40.56","162.24","467","08/22/2012"
"8043","471","664","      ","664-02-0008P","100401-000000013","PLATE, PATCH, SQUARE SIZE 3 ","4","0","06/07/2013","123","02/04/2013"," EA   ","0","4","4"," No     ","05/06/2014","08/25/2017","20.94","83.76","467","08/28/2012"
"8043","471","664","      ","664-02-0008R","100401-000000014","PLATE, PATCH, SQUARE SIZE 4 ","4","0","06/07/2013","123","02/04/2013"," EA   ","0","4","4"," No     ","05/06/2014","08/25/2017","60.97","243.88","467","08/22/2012"
"8043","471","664","      ","664-02-0008T","100401-000000015","PLATE, PATCH, ROUND, SIZE 1 ","4","0","06/07/2013","123","02/04/2013"," EA   ","0","4","4"," No     ","05/06/2014","08/25/2017","35.46","141.84","467","08/22/2012"
"8043","471","664","      ","664-02-0008U","100401-000000016","PLATE, PATCH, ROUND, SIZE 2 ","4","0","06/07/2013","123","02/04/2013"," EA   ","0","4","4"," No     ","05/06/2014","08/25/2017","40.56","162.24","467","08/22/2012"
"8043","471","664","      ","664-02-0008V","100401-000000017","PLATE, PATCH, ROUND, SIZE 3 ","4","0","06/07/2013","123","02/04/2013"," EA   ","0","4","4"," No     ","05/06/2014","08/25/2017","49.06","196.24","467","08/22/2012"
"8043","471","664","      ","664-02-0008W","100401-000000018","PLATE, PATCH, ROUND, SIZE 4 ","4","0","06/07/2013","123","02/04/2013"," EA   ","0","4","4"," No     ","05/06/2014","08/25/2017","60.97","243.88","467","08/22/2012"
"8043","471","664","      ","664-02-00119","780800-000000004","SCBA STWG, MDL-12           ","7","0","06/07/2013","77","03/22/2013"," EA   ","0","7","7"," No     ","05/05/2014","08/25/2017","1146","8022","465","03/11/2014"
"8043","471","664","      ","664-02-00123","780600-000000008","LOCKER, TRAINING SCBA STOWAG","1","0","06/07/2013","120","02/07/2013"," EA   ","0","1","1"," No     ","05/05/2014","08/25/2017","1652","1652","450","08/25/2009"
"8043","471","664","      ","664-02-00130","780808-000000001","LOCKER, STOWAGE, FOR EEBD   ","1","0","06/07/2013","120","02/07/2013"," EA   ","0","1","1"," No     ","05/05/2014","08/25/2017","737","737","450","08/25/2009"
"8043","471","664","      ","664-02-00170","780600-000000001","LOCKER, SCBA STOWAGE, MDL-9N","1","0","06/07/2013","120","02/07/2013"," EA   ","0","1","1"," No     ","05/05/2014","08/25/2017","5581","5581","465","02/27/2014"
"8043","471","664","      ","664-02-00S70","090300-000000042","BOX PATCH, SIZE 1, SUPPLIED ","1","0","06/07/2013","123","02/04/2013"," EA   ","0","1","1"," No     ","08/28/2014","08/25/2017","382.12","382.12","465","01/04/2013"
"8043","471","664","      ","664-02-00S71","780802-000000012","BOX PATCH, SIZE 2, SUPPLIED ","1","0","06/07/2013","14","05/24/2013"," EA   ","0","1","1"," No     ","08/28/2014","08/25/2017","0","0","            ",""
"8043","471","665","      ","665-00-V0001","SRV525-031400007","MATERIAL SUPPLY, WORKSHOPS A","1","0","06/07/2013","123","02/04/2013"," LO   ","0","1","1"," Yes    ","05/23/2012","08/25/2017","65842","65842","467","05/24/2012"
"8043","471","665","      ","665-00-V0002","SRV525-030400004","SERVICES, SUBCONTRACT, LABOR","1","0","06/07/2013","123","02/04/2013"," LO   ","0","1","1"," Yes    ","05/23/2012","08/25/2017","21288.65","21288.65","467","05/24/2012"
"8043","471","982","      ","982-01-HFP01","SRV300-032200019","SRVC, X-RAY HFP JOINTS      ","1","0","06/07/2013","123","02/04/2013"," LO   ","0","1","1"," No     ","11/08/2016","08/25/2017","1","1","            ",""
"8043","471","986","      ","986-01-00562","SRV656-011000002","VENDOR SERVICES, CONDUCT SCB","1","0","06/07/2013","123","02/04/2013"," EA   ","0","1","1"," No     ","06/26/2015","08/25/2017","8500","8500","467","08/26/2015"
"8043","471","986","      ","986-01-00605","SRV656-011000001","SRVC, PERFORM LCS TEST PROCE","1","-3","06/07/2013","123","02/04/2013"," HRS  ","0","0","1"," No     ","10/20/2015","08/25/2017","80","80","            ",""
"8043","471","164","      ","164-01-00001-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","06/07/2013","60","04/08/2013"," EA   ","0","1","1"," No     ","05/24/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00001-901","610305-000000104","PANEL STIFFENER, GR DH36 STL","4","0","04/11/2014","360","04/16/2013"," EA   ","0","4","4"," No     ","05/31/2012","08/25/2017","0","0","483","03/11/2016"
"8043","471","167","      ","167-01-00001-905","610305-000000110","SHEAVE, SPACER, FOR WBMZ/RC2","2","0","04/11/2014","56","02/14/2014"," EA   ","0","2","2"," No     ","05/31/2012","08/25/2017","0","0","465","05/06/2013"
"8043","471","167","      ","167-01-00001-L31","-L31","CERTIFICATE, CALIBRATABLE   ","1","0","04/11/2014","120","12/12/2013"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","403","04/26/2005"
"8043","471","167","      ","167-01-00001-L68","-L68","CERTIFICATES, VENDOR WELDING","1","0","04/11/2014","123","12/09/2013"," LO   ","0","1","1"," No     ","04/10/2013","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-806","610305-000000120","WEDGE, SMALL, FOR RC1/RC2   ","4","0","05/21/2014","25","04/26/2014"," EA   ","0","3","3"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-807","610305-000000121","WEDGE, MEDIUM, FOR RC1/RC2  ","4","0","05/21/2014","25","04/26/2014"," EA   ","0","3","3"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-808","610305-000000122","WEDGE, LARGE, FOR RC1/RC2   ","4","0","05/21/2014","25","04/26/2014"," EA   ","0","3","3"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-809","610305-000000123","WEDGE, SCREWS, FOR RC1/RC2  ","16","0","05/21/2014","10","05/11/2014"," EA   ","0","15","15"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-810","610305-000000124","WEDGE, CENTER, FOR RC1/RC2  ","4","0","05/21/2014","25","04/26/2014"," EA   ","0","3","3"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-816","610305-000000130","DOOR SEAL, O-RING, FOR RC1/R","2","0","05/21/2014","10","05/11/2014"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-820","610305-000000134","SCREW, CAP, HEX HD, 316 CRES","4","0","05/21/2014","7","05/14/2014"," EA   ","0","3","3"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-821","610305-000000135","SCREW, CAP, HEX HD, 316 CRES","2","0","05/21/2014","7","05/14/2014"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-822","610305-000000136","SCREW, CAP, HEX HD, 316 CRES","2","0","05/21/2014","7","05/14/2014"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-823","610305-000000137","NUT, HEX, 316 CRES, .375-16U","2","0","05/21/2014","7","05/14/2014"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-825","610305-000000139","WASHER, 316 CRES, 1/2""      ","6","0","05/21/2014","7","05/14/2014"," EA   ","0","5","5"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-844","610305-000000158","SCREW, CAP, SOC. HD., FOR RC","4","0","05/21/2014","365","05/21/2013"," EA   ","0","4","3"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-861","610305-000000175","SHEAVE, 5-1/4"", FOR RC1/RC2 ","2","0","05/21/2014","365","05/21/2013"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-862","610305-000000176","PIN, FOR RC1/RC2 SLIDING WT ","2","0","05/21/2014","365","05/21/2013"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-862","610305-000000176","PIN, FOR RC1/RC2 SLIDING WT ","2","0","05/21/2014","365","05/21/2013"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-863","610305-000000177","PLATE, RETAINER, FOR RC1/RC2","2","0","05/21/2014","365","05/21/2013"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-864","610305-000000178","SCREW, MACH., PAN HD., #10-2","4","0","05/21/2014","365","05/21/2013"," EA   ","0","4","3"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-874","610305-000000188","CHECK VALVE, FOR RC1/RC2    ","2","0","05/21/2014","123","01/18/2014"," EA   ","0","2","1"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-885","610305-000000200","SHEAVE, SPACER,FOR RC1/RC2  ","2","0","05/21/2014","56","03/26/2014"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00002-L68","-L68","CERTIFICATES, VENDOR WELDING","1","0","05/21/2014","123","01/18/2014"," LO   ","0","1","1"," No     ","04/10/2013","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00003-L47","-L47","GOVERNMENT INSPECTION       ","1","0","07/08/2014","60","05/09/2014"," LO   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","481","12/16/2015"
"8043","471","167","      ","167-01-00003-L68","-L68","CERTIFICATES, VENDOR WELDING","1","0","07/08/2014","123","03/07/2014"," LO   ","0","1","1"," No     ","04/10/2013","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00005-L68","-L68","CERTIFICATES, VENDOR WELDING","1","0","04/17/2014","123","12/15/2013"," LO   ","0","1","1"," No     ","04/10/2013","08/25/2017","0","0","483","12/09/2015"
"8043","471","167","      ","167-01-00006-200","610512-000000047","SEAL, KNIFE EDGE            ","1","0","07/08/2014","360","07/13/2013"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","856.8","856.8","403","05/18/2007"
"8043","471","167","      ","167-01-00006-201","610512-000000048","SEAL, DOG SHAFT             ","6","0","07/08/2014","360","07/13/2013"," EA   ","0","6","6"," No     ","05/31/2012","08/25/2017","0","0","469","06/16/2014"
"8043","471","167","      ","167-01-00006-802","610512-000000051","MISC PARTS,AVTN MISSION ZONE","1","0","07/08/2014","140","02/18/2014"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","475","08/04/2014"
"8043","471","167","      ","167-01-00006-803","610512-000000052","PLATFORM LIFTING TACKLE     ","1","0","07/08/2014","120","03/10/2014"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","467","09/30/2011"
"8043","471","167","      ","167-01-00006-L47","-L47","GOVERNMENT INSPECTION       ","1","0","07/08/2014","60","05/09/2014"," LO   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","477","05/16/2017"
"8043","471","167","      ","167-01-00012-822","610512-000000024","ASSEMBLY, CATCH             ","4","0","10/07/2013","370","10/02/2012"," EA   ","0","2","2"," No     ","09/09/2013","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00012-824","610512-000000026","ASSEMBLY, HATCH             ","2","0","10/07/2013","370","10/02/2012"," EA   ","0","1","1"," No     ","09/09/2013","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00012-844","610512-000000055","SHACKLE, F169915 F/N 33     ","2","0","07/08/2014","112","03/18/2014"," EA   ","0","2","2"," No     ","07/23/2015","08/25/2017","0","0","483","05/16/2017"
"8043","471","167","      ","167-01-00147-L08","-L08","DRAWINGS, PRELIMINARY       ","1","0","09/25/2014","60","07/27/2014"," LO   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00147-L09","-L09","DRAWINGS, FINAL, CERTIFIED  ","1","0","09/25/2014","60","07/27/2014"," LO   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00147-L23","-L23","RELEASE FOR MANUFACTURE     ","1","0","09/25/2014","60","07/27/2014"," LO   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00147-L34","-L34","PROVISIONING TECH DOC.      ","1","0","09/25/2014","60","07/27/2014"," LO   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00147-L48","-L48","TESTING, SHOCK, IAW APPENDIX","1","0","09/25/2014","60","07/27/2014"," EA   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00234-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","03/14/2014","60","01/13/2014"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","469","08/01/2013"
"8043","471","167","      ","167-01-00288-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","07/08/2014","60","05/09/2014"," EA   ","0","1","1"," No     ","06/14/2012","08/25/2017","0","0","483","10/20/2016"
"8043","471","167","      ","167-01-00315-L08","-L08","DRAWINGS, PRELIMINARY       ","1","0","07/28/2014","60","05/29/2014"," LO   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00315-L09","-L09","DRAWINGS, FINAL, CERTIFIED  ","1","0","07/28/2014","60","05/29/2014"," LO   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00315-L23","-L23","RELEASE FOR MANUFACTURE     ","1","0","07/28/2014","60","05/29/2014"," LO   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00315-L34","-L34","PROVISIONING TECH DOC.      ","1","0","07/28/2014","60","05/29/2014"," LO   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00315-L48","-L48","TESTING, SHOCK, IAW APPENDIX","1","0","07/28/2014","60","05/29/2014"," EA   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00381-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","04/24/2014","60","02/23/2014"," EA   ","0","1","1"," Yes    ","05/31/2012","08/25/2017","0","0","469","10/26/2015"
"8043","471","167","      ","167-01-00384-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","04/24/2014","60","02/23/2014"," EA   ","0","1","1"," Yes    ","06/14/2012","08/25/2017","0","0","483","11/01/2016"
"8043","471","167","      ","167-01-00387-L08","-L08","DRAWINGS, PRELIMINARY       ","1","0","08/25/2014","60","06/26/2014"," LO   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00387-L09","-L09","DRAWINGS, FINAL, CERTIFIED  ","1","0","08/25/2014","60","06/26/2014"," LO   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00387-L23","-L23","RELEASE FOR MANUFACTURE     ","1","0","08/25/2014","60","06/26/2014"," LO   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00387-L34","-L34","PROVISIONING TECH DOC.      ","1","0","08/25/2014","60","06/26/2014"," LO   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00387-L48","-L48","TESTING, SHOCK, IAW APPENDIX","1","0","08/25/2014","60","06/26/2014"," EA   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00401-S00","-S00","SRVC, HATCH, WELD, HASP & PI","1","1","03/23/2017","123","11/20/2016"," EA   ","0","0","1"," No     ","03/23/2017","03/23/2017","0","0","            ",""
"8043","471","167","      ","167-01-00402-801","611108-000000004","COVER                       ","17","0","04/17/2014","156","11/12/2013"," EA   ","0","5","5"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00402-802","611108-000000005","WASHER                      ","432","0","04/17/2014","156","11/12/2013"," EA   ","133","2","2"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00402-803","611108-000000006","HEX NUT, 316 CRES           ","432","0","04/17/2014","156","11/12/2013"," EA   ","133","2","2"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00410-806","611100-000000008","HEX LOCKNUT                 ","27","0","04/17/2014","156","11/12/2013"," EA   ","0","25","25"," No     ","05/31/2012","08/25/2017","3.48","87","            ",""
"8043","471","167","      ","167-01-00410-807","611100-000000009","ROUNDBAR                    ","6","0","10/07/2013","156","05/04/2013"," EA   ","0","2","2"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00425-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","06/07/2013","60","04/08/2013"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00426-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","06/07/2013","60","04/08/2013"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00427-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","06/07/2013","60","04/08/2013"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00430-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","06/07/2013","60","04/08/2013"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00432-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","06/07/2013","60","04/08/2013"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00439-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","06/07/2013","60","04/08/2013"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","469","12/13/2012"
"8043","471","167","      ","167-01-00444-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","06/07/2013","60","04/08/2013"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00449-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","06/07/2013","60","04/08/2013"," EA   ","0","1","1"," No     ","05/31/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00472-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","06/07/2013","60","04/08/2013"," EA   ","0","1","1"," No     ","06/01/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00473-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","06/07/2013","60","04/08/2013"," EA   ","0","1","1"," No     ","06/01/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00474-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","06/07/2013","60","04/08/2013"," EA   ","0","1","1"," No     ","06/01/2012","08/25/2017","0","0","            ",""
"8043","471","167","      ","167-01-00970-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","06/07/2013","60","04/08/2013"," EA   ","0","1","1"," No     ","06/01/2012","08/25/2017","0","0","467","10/17/2011"
"8043","471","167","      ","167-01-00970-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","06/07/2013","60","04/08/2013"," EA   ","0","1","1"," No     ","06/01/2012","08/25/2017","0","0","467","10/17/2011"
"8043","471","167","      ","167-01-00973-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","06/07/2013","60","04/08/2013"," EA   ","0","1","1"," No     ","06/01/2012","08/25/2017","0","0","467","10/17/2011"
"8043","471","167","      ","167-03-00062-S00","-S00","WIRE ROPE, 1/8"" DIA, CRES 31","4","0","12/02/2014","123","08/01/2014"," EA   ","0","4","4"," No     ","04/19/2017","08/25/2017","0","0","            ",""
"8043","471","169","      ","169-01-00001-202","610315-000000004","COUNTERBALANCE VALVE        ","1","0","04/11/2014","123","12/09/2013"," EA   ","0","1","1"," No     ","12/03/2013","08/25/2017","0","0","473","02/12/2016"
"8043","471","169","      ","169-01-00001-203","610315-000000005","PROXIMITY SENSOR            ","1","0","04/11/2014","123","12/09/2013"," EA   ","0","1","1"," No     ","12/03/2013","08/25/2017","0","0","465","09/29/2014"
"8043","471","169","      ","169-01-00001-204","610315-000000006","SEAL KIT                    ","1","0","04/11/2014","123","12/09/2013"," EA   ","0","1","1"," No     ","12/03/2013","08/25/2017","0","0","465","09/29/2014"
"8043","471","169","      ","169-01-00001-205","610315-000000007","SEAL KIT                    ","3","0","04/11/2014","123","12/09/2013"," EA   ","0","3","3"," No     ","12/03/2013","08/25/2017","0","0","465","09/29/2014"
"8043","471","169","      ","169-01-00001-206","610315-000000008","PRESSURE GAUGE              ","1","0","04/11/2014","123","12/09/2013"," EA   ","0","1","1"," No     ","12/03/2013","08/25/2017","0","0","465","09/29/2014"
"8043","471","169","      ","169-01-00001-207","610315-000000009","DISCONNECT SWITCH           ","1","0","04/11/2014","123","12/09/2013"," EA   ","0","1","1"," No     ","12/03/2013","08/25/2017","0","0","465","09/29/2014"
"8043","471","169","      ","169-01-00001-208","610315-000000010","O-RING                      ","4","0","04/11/2014","123","12/09/2013"," EA   ","0","4","4"," No     ","12/03/2013","08/25/2017","0","0","465","09/29/2014"
