"Buyer","Project","SWBS","Cont Supp","Item","LinkedSPN","Description","Original SMOS  Qty","Remaining SMOS  Qty","In Yard Due Date","Lead time","Planned Order Date","UOM","Cust Item On Hand","Cust Item On Order","Cust Item Shortage","On Hold","Entered On Date","Last Mod Date","Last Price","Expected Amount"
"8025","475","505","      ","505-03-L9019","558028021301-004","RETURN BEND, 1"", 180 DEG, AL","1","1","02/05/2015","35","01/01/2015"," EA   ","0","0","1"," No     ","11/18/2013","05/29/2017","140.3","140.3"
"8025","475","505","      ","505-03-L9302","553802450200-004","ELBOW, 90 DEG, 1"" IPS, SILB ","3","0","11/26/2014","77","09/10/2014"," EA   ","0","1","1"," No     ","09/21/2016","05/29/2017","77.65","77.65"
"8025","475","505","      ","505-03-L9339","54B507C30003-002","ELBOW, 90 DEG, SR, 1/2"", SST","31","0","10/15/2014","35","09/10/2014"," EA   ","0","2","2"," No     ","06/22/2014","05/29/2017","264.1","528.2"
"8025","475","505","      ","505-03-L9346","541807152603-005","ELB, 90 DEG, 1-1/4"", SS 316L","32","4","10/15/2014","35","09/10/2014"," EA   ","2","0","2"," No     ","07/14/2014","05/29/2017","14.71","29.42"
"8025","475","505","      ","505-03-L9382","550114260101-002","ELBOW, 90 DEG, 1/2"" NOM COPP","4","4","05/26/2015","77","03/10/2015"," EA   ","0","0","4"," No     ","07/28/2016","05/29/2017","2.62","10.48"
"8025","475","505","      ","505-03-M0015","58005-001","BLOW GUN, 1/4"" FEMALE PIPE T","4","0","01/23/2015","20","01/03/2015"," EA   ","0","1","1"," No     ","11/18/2013","05/29/2017","10.6375","10.6375"
"8025","475","505","      ","505-03-M0906","55C722E70000-022","NIPPLE, FAUCET SUPPLY       ","3","0","03/30/2015","60","01/29/2015"," EA   ","0","1","1"," No     ","11/14/2013","05/29/2017","11.9","11.9"
"8025","475","505","      ","505-03-M9030","551322581301-029","NIPPLE, PIPE, RED BRASS, 1/2","9","2","11/26/2014","60","09/27/2014"," EA   ","2","0","2"," No     ","11/14/2013","05/29/2017","2.33","4.66"
"8025","475","505","      ","505-03-M9081","540105D50000-004","ADAPTER, MALE CAMLOCK X FEMA","1","0","05/26/2015","123","01/23/2015"," EA   ","0","1","1"," No     ","11/14/2013","05/29/2017","6.97","6.97"
"8025","475","505","      ","505-03-M9135","55C301690000-033","QUICK DISCONNECT, 3/4"", BRAS","2","1","10/15/2014","35","09/10/2014"," EA   ","0","0","1"," No     ","11/14/2013","05/29/2017","34.9163","34.9163"
"8025","475","505","      ","505-03-M9150","551401D30000-005","ADAPTER, 1-1/4"", CAMLOCK    ","1","1","05/26/2015","35","04/21/2015"," EA   ","0","0","1"," No     ","11/14/2013","05/29/2017","6.63","6.63"
"8025","475","505","      ","505-03-M9164","551322581301-05C","NIPPLE, PIPE, RED BRASS, 1-1","6","4","11/26/2014","123","07/26/2014"," EA   ","0","0","4"," No     ","11/14/2013","05/29/2017","12.29","49.16"
"8025","475","505","      ","505-03-M9168","274600-000000001","MOUNTING BRACKET, FOR BOTTOM","4","2","10/15/2014","123","06/14/2014"," EA   ","0","2","4"," No     ","11/14/2013","05/29/2017","24.14","96.56"
"8025","475","505","      ","505-03-PL941","55C801D70000-003","CAP, GARDEN HOSE, 3/4"", BRAS","10","3","10/15/2014","35","09/10/2014"," EA   ","2","0","1"," No     ","11/14/2013","05/29/2017","0.85","0.85"
"8025","475","505","      ","505-03-PL987","550802280200-001","CAP, 1/4"" IPS, SILB W/PIR, B","2","1","11/26/2014","77","09/10/2014"," EA   ","0","1","2"," No     ","03/10/2017","05/29/2017","0","0"
"8025","475","505","      ","505-03-R9109","554504020201-011","RED CONC B.W.2X1-1/2 IPS,CPR","8","0","10/15/2014","45","08/31/2014"," EA   ","0","1","1"," No     ","11/14/2013","05/29/2017","45","45"
"8025","475","505","      ","505-03-R9141","543407021803-063","REDUCER, 1-1/2 X 3/4"", SSTL ","4","0","01/07/2015","35","12/03/2014"," EA   ","0","2","2"," No     ","02/17/2017","05/29/2017","13.13","26.26"
"8025","475","505","      ","505-03-R9142","543406022903-0A9","REDUCER, CONCENTRIC, 4 X 3, ","1","0","03/12/2015","35","02/05/2015"," EA   ","0","1","1"," No     ","05/16/2017","05/29/2017","0","0"
"8025","475","505","      ","505-03-R9143","543406022903-0DA","REDUCER, CONC, 8 X 4, BW, SS","1","0","03/12/2015","35","02/05/2015"," EA   ","0","1","1"," No     ","05/16/2017","05/29/2017","0","0"
"8025","475","505","      ","505-03-SP003","54F300-000000004","SPACER PLATE, FAB, STL, FOR ","4","2","12/22/2014","123","08/21/2014"," EA   ","2","0","1"," No     ","06/12/2015","05/29/2017","56.19","56.19"
"8025","475","505","      ","505-03-T9171","543907152603-333","TEE, 3/4 IPS, SW, SSTL 316L ","26","2","10/15/2014","35","09/10/2014"," EA   ","0","0","2"," No     ","10/07/2014","05/29/2017","7.15","14.3"
"8025","475","505","      ","505-03-T9184","54B807C30003-533","TEE, RED, 1-1/4 X 3/4, LOKRI","2","2","03/30/2015","35","02/23/2015"," EA   ","0","0","2"," No     ","03/23/2017","05/29/2017","0","0"
"8025","475","505","      ","505-03-U9015","544407150000-004","UNION, 1"", SW, SST 316L, W/V","1","1","04/15/2015","30","03/16/2015"," EA   ","0","0","1"," No     ","05/08/2014","05/29/2017","186.48","186.48"
"8025","475","505","      ","505-03-U9087","544406150000-005","UNION, 1-1/4"", SW, SSTL 304L","1","0","03/12/2015","35","02/05/2015"," EA   ","0","1","1"," No     ","05/16/2017","05/29/2017","0","0"
"8025","475","505","      ","505-01-00011-S00","-S00","SQUARE TUBING,2x 2x 1/4"" WAL","1","0","10/15/2014","123","06/14/2014"," EA   ","0","1","1"," No     ","05/01/2017","05/29/2017","65.1","65.1"
"8025","475","505","      ","505-01-00108-S00","-S00","TAPE, DBL SIDE FOAM, 1"" X 5 ","2","0","12/22/2014","123","08/21/2014"," EA   ","0","2","2"," No     ","05/15/2017","05/29/2017","0","0"
"8025","475","505","      ","505-01-VF002-S00","-S00","VALVE FND, MFG IAW, 3"", STEE","1","0","12/22/2014","123","08/21/2014"," EA   ","0","1","1"," No     ","05/01/2017","05/29/2017","0","0"
"8025","475","505","      ","505-03-R9142-S00","-S00","REDUCER, CONCENTRIC, 4 X 3, ","1","0","10/15/2014","123","06/14/2014"," EA   ","0","1","1"," No     ","05/16/2017","05/29/2017","0","0"
"8025","475","505","      ","505-03-R9143-S00","-S00","REDUCER, CONC, 8 X 4, BW, SS","1","0","10/15/2014","123","06/14/2014"," EA   ","0","1","1"," No     ","05/16/2017","05/29/2017","0","0"
"8025","475","505","      ","505-03-U9087-S00","-S00","UNION, 1-1/4"", SW, SSTL 304L","1","0","10/15/2014","123","06/14/2014"," EA   ","0","1","1"," No     ","05/16/2017","05/29/2017","0","0"
"8034","475","505","      ","505-03-F0033","561811130114-003","FLANGE, 1/2"" IPS, CLASS 150,","41","1","10/15/2014","25","09/20/2014"," EA   ","0","0","1"," No     ","11/15/2013","05/29/2017","22.6","22.6"
"8034","475","505","      ","505-03-F0034","560111060214-003","FLANGE, 3/4"" IPS, CLASS 150,","20","0","10/15/2014","40","09/05/2014"," EA   ","0","4","4"," No     ","11/18/2013","05/29/2017","45.5","182"
"8034","475","505","      ","505-03-F0071","560801220205-007","FLANGE,WLD NECK,2           ","6","4","12/30/2014","15","12/15/2014"," EA   ","0","0","4"," No     ","11/18/2013","05/29/2017","15.52","62.08"
"8034","475","505","      ","505-03-F0076","560801220205-00B","FLANGE,WLD NECK,5           ","18","11","10/15/2014","20","09/25/2014"," EA   ","0","0","11"," No     ","11/18/2013","05/29/2017","22.01","242.11"
"8034","475","505","      ","505-03-F0109","560501030205-006","FLANGE, SLP ON, 1-1/2"" IPS, ","10","2","11/26/2014","15","11/11/2014"," EA   ","1","0","1"," No     ","11/18/2013","05/29/2017","5.75","5.75"
"8034","475","505","      ","505-03-F9038","561114000109-007","FLANGE, 4"" IPS, CU-NI, 90-10","35","0","10/15/2014","30","09/15/2014"," EA   ","0","14","14"," No     ","11/18/2013","05/29/2017","290","4060"
"8034","475","505","      ","505-03-F9087","561014100927-006","FLANGE 1-1/2"" 90:10 CUNI, SW","6","3","12/30/2014","42","11/18/2014"," EA   ","0","2","5"," No     ","11/18/2013","05/29/2017","115.97","579.85"
"8034","475","505","      ","505-03-F9218","561014330503-004","FLANGE, 1"", CNA 90-10       ","7","1","10/15/2014","30","09/15/2014"," EA   ","0","0","1"," No     ","11/19/2013","05/29/2017","146","146"
"8034","475","505","      ","505-03-F9233","561014400203-002","FLANGE, 1/2"", SW, 90/10 CNA,","11","3","10/15/2014","96","07/11/2014"," EA   ","2","0","1"," No     ","11/19/2013","05/29/2017","56","56"
"8034","475","505","      ","505-03-F9328","560508030202-003","FLANGE, SO, 3/4"" IPS, SST 31","13","0","11/26/2014","49","10/08/2014"," EA   ","0","2","2"," No     ","09/03/2014","05/29/2017","19.66","39.32"
"8034","475","505","      ","505-03-F9349","561008370602-004","FLANGE, SW, 1"", SSTL 316L   ","9","5","10/15/2014","49","08/27/2014"," EA   ","0","0","5"," No     ","09/09/2014","05/29/2017","51","255"
"8034","475","505","      ","505-03-F9353","560805210938-009","FLANGE, WN, 3 IPS, SSTL 304L","14","10","10/15/2014","49","08/27/2014"," EA   ","0","0","10"," No     ","09/22/2014","05/29/2017","116.67","1166.7"
"8034","475","505","      ","505-03-F9361","561008461945-056","FLANGE, 1-1/4 X 1-1/2, SS 31","17","1","05/11/2015","49","03/23/2015"," EA   ","0","0","1"," No     ","12/11/2014","05/29/2017","155.27","155.27"
"8034","475","505","      ","505-03-F9387","561008370916-006","FLANGE, SOCKET WELD, 1-1/2""I","8","4","10/15/2014","49","08/27/2014"," EA   ","0","0","4"," No     ","08/29/2016","05/29/2017","144.57","578.28"
"8034","475","505","      ","505-03-F9393","561008390202-002","FLANGE, SW X FF, 1/2"", SSTL ","4","0","11/26/2014","49","10/08/2014"," EA   ","0","4","4"," No     ","03/29/2017","05/29/2017","0","0"
"8034","475","505","      ","505-03-F9394","561008370502-004","FLANGE, 1"", SW X FF, SSTL 31","3","3","03/30/2015","49","02/09/2015"," EA   ","0","0","3"," No     ","05/24/2017","05/29/2017","0","0"
"8034","475","505","      ","505-03-K0063","810600-000000001","KIT, FLANGE ISOLATION, 3/4"" ","17","1","12/22/2014","15","12/07/2014"," EA   ","0","1","2"," No     ","11/19/2013","05/29/2017","12.05","24.1"
"8034","475","505","      ","505-03-K0067","81058-005","KIT, FLANGE ISOLATION, 2"" X ","13","3","10/15/2014","30","09/15/2014"," EA   ","0","0","3"," No     ","11/19/2013","05/29/2017","21.72","65.16"
"8036","475","505","      ","505-TL-PBEND","SRV523-031300002","BENDING TOOLS CONSUMABLE    ","1","1","10/15/2014","123","06/14/2014"," LO   ","0","0","1"," No     ","01/12/2015","05/29/2017","0","0"
"8045","475","505","      ","505-01-00120","12-33E0301320","BAR, FLAT, 3/16"" x 1-1/4"" x ","2","2","10/15/2014","240","02/17/2014"," EA   ","0","0","2"," No     ","05/26/2017","05/29/2017","0","0"
"8044","475","506","      ","506-01-V0020-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","05/28/2015","60","03/29/2015"," EA   ","0","0","1"," No     ","02/26/2016","05/29/2017","0","0"
"8044","475","506","      ","506-01-VLS01-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","05/28/2015","60","03/29/2015"," EA   ","0","0","1"," No     ","10/21/2013","05/29/2017","0","0"
"8036","475","507","      ","507-10-LPS3U","790300000000-S3U","LABELS WITHIN GRAND MODULE S","1","1","07/22/2015","0","07/22/2015"," LO   ","0","0","1"," No     ","12/15/2016","05/29/2017","0","0"
"8019","475","512","      ","512-01-00015","SRV527-030500001","HVAC PENETRATION SLEEVE FABR","1","1","05/26/2015","60","03/27/2015"," EA   ","0","0","1"," No     ","02/17/2014","05/29/2017","0","0"
"8019","475","512","      ","512-06-SP089","608212-000000025","SPOOL ASSY, 21.5"" X 10"" X 3""","1","1","11/26/2014","96","08/22/2014"," EA   ","0","0","1"," No     ","03/02/2014","05/29/2017","423","423"
"8019","475","512","      ","512-06-SP095","608212-000000030","SPOOL,7 X 4 FLT OVL,8 OAL,ST","1","1","03/30/2015","240","08/02/2014"," EA   ","0","0","1"," No     ","03/02/2014","05/29/2017","379","379"
"8019","475","512","      ","512-06-SP105","608212-000000040","SPOOL,6 IPS,SCH 40,8 OAL,AST","1","1","03/30/2015","123","11/27/2014"," EA   ","0","0","1"," No     ","03/02/2014","05/29/2017","264","264"
"8019","475","512","      ","512-01-00015-L68","-L68","CERTIFICATES, VENDOR WELDING","1","1","05/26/2015","123","01/23/2015"," LO   ","0","0","1"," No     ","06/07/2013","05/29/2017","0","0"
"8019","475","512","      ","512-01-LV999-L23","-L23","RELEASE FOR MANUFACTURE     ","1","0","04/15/2015","60","02/14/2015"," LO   ","0","1","1"," No     ","05/21/2014","05/29/2017","0","0"
"8019","475","512","      ","512-01-LV999-L50","-L50","CERTIFICATES, CONSTRUCTION  ","1","0","04/15/2015","60","02/14/2015"," LO   ","0","1","1"," No     ","05/21/2014","05/29/2017","0","0"
"8021","475","512","      ","512-01-87658","704121091600-001","STRAP, VELCRO, 2"" X 5 FT    ","3","3","06/22/2016","30","05/23/2016"," EA   ","0","0","3"," No     ","02/28/2017","05/29/2017","0","0"
"8021","475","512","      ","512-01-00014-800","SRV527-030500010","ELECTRONIC CONTROLLER, REMOT","1","1","10/15/2014","123","06/14/2014"," EA   ","0","0","1"," No     ","03/18/2015","05/29/2017","0","0"
"8021","475","512","      ","512-01-00014-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","05/26/2015","60","03/27/2015"," EA   ","0","0","1"," No     ","04/29/2014","05/29/2017","0","0"
"8021","475","512","      ","512-01-00014-L68","-L68","CERTIFICATES, VENDOR WELDING","1","1","05/26/2015","123","01/23/2015"," LO   ","0","0","1"," No     ","05/19/2014","05/29/2017","0","0"
"8021","475","512","      ","512-01-00015-L50","-L50","CERTIFICATES, CONSTRUCTION  ","1","1","05/26/2015","60","03/27/2015"," LO   ","0","0","1"," No     ","06/07/2013","05/29/2017","0","0"
"8021","475","512","      ","512-01-00026-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","01/28/2016","60","11/29/2015"," EA   ","0","0","1"," No     ","06/07/2013","05/29/2017","0","0"
"8021","475","512","      ","512-01-0F32B-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","10/15/2014","60","08/16/2014"," EA   ","0","0","1"," No     ","04/29/2014","05/29/2017","0","0"
"8021","475","512","      ","512-01-V0005-L06","-L06","REPORT, IN-PLANT TEST       ","1","0","04/15/2015","60","02/14/2015"," LO   ","0","1","1"," No     ","05/21/2014","05/29/2017","0","0"
"8022","475","512","      ","512-01-00001","680100-000000007","UNIT HEATERS                ","1","1","01/28/2016","60","11/29/2015"," LO   ","0","0","1"," No     ","10/09/2013","05/29/2017","0","0"
"8022","475","512","      ","512-01-00003","680400-000000006","VANEAXIAL AND TUBEAXIAL FAN,","1","1","01/28/2016","90","10/30/2015"," LO   ","0","0","1"," No     ","10/09/2013","05/29/2017","0","0"
"8022","475","512","      ","512-01-00005","681400-000000001","DUCT AND GRAVITY COOLING COI","1","1","01/28/2016","84","11/05/2015"," EA   ","0","0","1"," No     ","10/09/2013","05/29/2017","0","0"
"8022","475","512","      ","512-01-00008","680400-000000007","CENTRIFUGAL FAN IAW PTS     ","1","1","01/28/2016","185","07/27/2015"," EA   ","0","0","1"," No     ","04/22/2013","05/29/2017","0","0"
"8022","475","512","      ","512-01-00026","681100-000000001","HVAC ADDITIONAL COMPONENTS I","1","1","01/28/2016","105","10/15/2015"," EA   ","0","0","1"," No     ","10/10/2013","05/29/2017","0","0"
"8022","475","512","      ","512-01-00065","SRV527-031500013","IMECO COST INCREASE OF INCOR","1","1","05/26/2015","123","01/23/2015"," LO   ","0","0","1"," No     ","08/14/2014","05/29/2017","0","0"
"8022","475","512","      ","512-01-00075","-S00","SRVC, INCORPORATE CF 2381   ","1","0","03/30/2015","123","11/27/2014"," EA   ","0","1","1"," No     ","04/13/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-0V07B","680706-000000004","DAMPER, SHUT OFF, MANUAL, 9""","1","0","03/31/2016","105","12/17/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-0V08B","680706-000000005","DAMPER, SHUT OFF, MANUAL, 10","1","0","03/31/2016","105","12/17/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-0V30B","680705-000000001","DAMPER, SHUT OFF, MANUAL 9X9","1","1","01/28/2016","105","10/15/2015"," EA   ","0","0","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-0V31B","680706-000000006","DAMPER, SHUT OFF, AUTO, 16"" ","1","0","11/11/2015","105","07/29/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-0V33B","680705-000000002","DAMPER, SHUT OFF, AUTO, 45X2","1","1","11/11/2015","105","07/29/2015"," EA   ","0","0","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-0V37B","680705-000000002","DAMPER, SHUT OFF, AUTO, 45X2","1","1","11/11/2015","105","07/29/2015"," EA   ","0","0","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-0V86B","680705-000000004","DAMPER, SHUT OFF, MANUAL, 14","1","1","11/11/2015","105","07/29/2015"," EA   ","0","0","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V105B","680705-000000005","DAMPER, SHUT OFF, AUTO, 17X1","1","0","03/31/2016","105","12/17/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V112B","680706-000000006","DAMPER, SHUT OFF, AUTO, 16"" ","1","0","11/11/2015","105","07/29/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V113B","680706-000000006","DAMPER, SHUT OFF, AUTO, 16"" ","1","0","11/11/2015","105","07/29/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V114B","680706-000000006","DAMPER, SHUT OFF, AUTO, 16"" ","1","0","11/11/2015","105","07/29/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V115B","680705-000000003","DAMPER, SHUT OFF, AUTO, 32X1","1","0","11/11/2015","105","07/29/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V115B","680705-000000003","DAMPER, SHUT OFF, AUTO, 32X1","1","0","11/11/2015","105","07/29/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V116B","680705-000000006","DAMPER, SHUT OFF, AUTO, 32X1","1","0","11/11/2015","105","07/29/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V117B","680705-000000007","DAMPER, SHUT OFF, AUTO, 40X1","1","1","11/11/2015","105","07/29/2015"," EA   ","0","0","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V118B","680705-000000007","DAMPER, SHUT OFF, AUTO, 40X1","1","1","11/11/2015","105","07/29/2015"," EA   ","0","0","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V119B","680705-000000008","DAMPER, SHUT OFF, AUTO, 38X1","1","1","01/07/2015","105","09/24/2014"," EA   ","0","0","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V120B","680705-000000009","DAMPER, SHUT OFF, AUTO, 32X2","1","1","01/07/2015","105","09/24/2014"," EA   ","0","0","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V147B","680705-000000010","DAMPER, SHUT OFF, AUTO, 10X1","1","1","11/11/2015","105","07/29/2015"," EA   ","0","0","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V148B","680705-000000011","DAMPER, SHUT OFF, AUTO, 14X1","1","1","11/11/2015","105","07/29/2015"," EA   ","0","0","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V152B","680705-000000012","DAMPER, SHUT OFF, AUTO, 16X1","1","1","11/11/2015","105","07/29/2015"," EA   ","0","0","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V153B","680705-000000013","DAMPER, SHUT OFF, AUTO, 15X6","1","1","11/11/2015","105","07/29/2015"," EA   ","0","0","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V154B","680705-000000013","DAMPER, SHUT OFF, AUTO, 15X6","1","1","11/11/2015","105","07/29/2015"," EA   ","0","0","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V155B","680706-000000007","DAMPER, SHUT OFF, AUTO, 20"" ","1","1","10/12/2015","105","06/29/2015"," EA   ","0","0","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V156B","680706-000000007","DAMPER, SHUT OFF, AUTO, 20"" ","1","1","10/12/2015","105","06/29/2015"," EA   ","0","0","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V157B","680706-000000008","DAMPER, SHUT OFF, AUTO, 5""  ","1","0","05/09/2016","105","01/25/2016"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V158B","680706-000000008","DAMPER, SHUT OFF, AUTO, 5""  ","1","0","05/09/2016","105","01/25/2016"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V159B","680706-000000008","DAMPER, SHUT OFF, AUTO, 5""  ","1","0","05/09/2016","105","01/25/2016"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V167B","680705-000000014","DAMPER, SHUT OFF, AUTO, 20X1","1","0","03/31/2016","105","12/17/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-88-00344","606500-000000002","VALVE, CHILL WATER CONTROL  ","3","1","03/12/2015","123","11/09/2014"," EA   ","0","0","1"," No     ","10/09/2013","05/29/2017","0","0"
"8022","475","512","      ","512-88-00352","606500-000000008","VALVE, CHILL WATER BALANCING","1","0","09/09/2015","180","03/13/2015"," EA   ","0","1","1"," No     ","10/07/2014","05/29/2017","0","0"
"8022","475","512","      ","512-88-05204","606500-000000018","VALVE, CHILL WATER CONTROL  ","3","0","02/05/2015","96","11/01/2014"," EA   ","0","2","2"," No     ","07/25/2014","05/29/2017","0","0"
"8022","475","512","      ","512-01-00001-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","01/28/2016","60","11/29/2015"," EA   ","0","0","1"," No     ","04/29/2014","05/29/2017","0","0"
"8022","475","512","      ","512-01-00003-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","01/28/2016","60","11/29/2015"," EA   ","0","0","1"," No     ","04/29/2014","05/29/2017","0","0"
"8022","475","512","      ","512-01-00005-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","01/28/2016","60","11/29/2015"," EA   ","0","0","1"," No     ","04/29/2014","05/29/2017","0","0"
"8022","475","512","      ","512-01-00007-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","05/26/2015","60","03/27/2015"," EA   ","0","0","1"," No     ","04/30/2013","05/29/2017","0","0"
"8022","475","512","      ","512-01-00008-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","01/28/2016","60","11/29/2015"," EA   ","0","0","1"," No     ","04/30/2013","05/29/2017","0","0"
"8022","475","512","      ","512-01-00F24-S00","-S00","SRVC, FAN, FDN MODS, CF 2263","1","0","10/15/2014","123","06/14/2014"," EA   ","0","1","1"," No     ","05/10/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-0V07B-S00","-S00","DAMPER, SHUT OFF, MANUAL, 9""","1","0","10/05/2015","123","06/04/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-0V08B-S00","-S00","DAMPER, SHUT OFF, MANUAL, 10","1","0","10/05/2015","123","06/04/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-0V30B-S00","-S00","DAMPER, SHUT OFF, MANUAL 9X9","1","0","10/05/2015","123","06/04/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-0V31B-S00","-S00","DAMPER, SHUT OFF, AUTO, 16"" ","1","0","10/05/2015","123","06/04/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-0V33B-S00","-S00","DAMPER, SHUT OFF, AUTO, 45X2","1","0","10/05/2015","123","06/04/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-0V37B-S00","-S00","DAMPER, SHUT OFF, AUTO, 45X2","1","0","10/05/2015","123","06/04/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-0V86B-S00","-S00","DAMPER, SHUT OFF, MANUAL, 14","1","0","10/05/2015","123","06/04/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V105B-S00","-S00","DAMPER, SHUT OFF, AUTO, 17X1","1","0","10/05/2015","123","06/04/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V112B-S00","-S00","DAMPER, SHUT OFF, AUTO, 16"" ","1","0","10/05/2015","123","06/04/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V113B-S00","-S00","DAMPER, SHUT OFF, AUTO, 16"" ","1","0","10/05/2015","123","06/04/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V114B-S00","-S00","DAMPER, SHUT OFF, AUTO, 16"" ","1","0","10/05/2015","123","06/04/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V115B-S00","-S00","DAMPER, SHUT OFF, AUTO, 32X1","1","0","10/05/2015","123","06/04/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V116B-S00","-S00","DAMPER, SHUT OFF, AUTO, 32X1","1","0","10/05/2015","123","06/04/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V117B-S00","-S00","DAMPER, SHUT OFF, AUTO, 40X1","1","0","10/05/2015","123","06/04/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V118B-S00","-S00","DAMPER, SHUT OFF, AUTO, 40X1","1","0","10/05/2015","123","06/04/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V119B-S00","-S00","DAMPER, SHUT OFF, AUTO, 38X1","1","0","10/05/2015","123","06/04/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
"8022","475","512","      ","512-01-V120B-S00","-S00","DAMPER, SHUT OFF, AUTO, 32X2","1","0","10/05/2015","123","06/04/2015"," EA   ","0","1","1"," No     ","05/26/2017","05/29/2017","0","0"
