"Buyer","Project","SWBS","Cont Supp","Item","Linked SPN","Description","Original SMOS  Qty","Remaining SMOS  Qty","In Yard Due Date","Lead time","Planned Order Date","UOM","Cust Item On Hand","Cust Item On Order","Cust Item Shortage","On Hold","Entered On Date","Last Mod Date","Last Price","Expected Amount","Compare To Project","Most Recent Order Date"
"8037","473","259","      ","259-05-22018","710216664300-001","NUT, HEX, HEAVY, 7/8""-9UNC-2","32","32","04/24/2014","14","04/10/2014"," EA   ","0","0","32"," No     ","06/20/2017","08/28/2017","0","0","            ",""
"8037","473","259","      ","259-05-22019","710824000029-001","WASHER, 8MM, 321 CRES       ","32","32","04/24/2014","14","04/10/2014"," EA   ","0","0","32"," No     ","06/20/2017","08/28/2017","0","0","            ",""
"8037","473","259","      ","259-05-428RW","SRV527-030500012","REWORK 428 PARTS-WASHERS    ","139","10","01/20/2014","123","09/19/2013"," EA   ","0","0","10"," No     ","04/29/2015","08/28/2017","2.25","22.5","            ",""
"8037","473","505","      ","505-01-00101","801900-000000003","TAG, CHECK 1-1/4"" ROUND, LET","67","1","01/20/2014","30","12/21/2013"," EA   ","0","0","1"," No     ","03/05/2015","08/28/2017","2.94","2.94","            ",""
"8037","473","505","      ","505-01-00117","710144660000-001","BOLT, HEAVY HEX, 3/8""-16, SS","6","6","07/22/2014","240","11/24/2013"," EA   ","0","0","6"," No     ","06/13/2017","08/28/2017","6.35","38.1","481","08/16/2017"
"8037","473","505","      ","505-01-00118","710230660000-001","NUT, HEAVY HEX, 3/8""-16, SST","6","6","07/22/2014","14","07/08/2014"," EA   ","0","0","6"," No     ","06/13/2017","08/28/2017","3.03","18.18","481","08/16/2017"
"8037","473","505","      ","505-01-00512","803824-000000002","LOCK WIRE, 304 SST, .064 DIA","16","8","01/20/2014","30","12/21/2013"," EA   ","4","0","4"," No     ","10/16/2014","08/28/2017","49.55","198.2","            ",""
"8037","473","507","      ","507-10-LPS3U","790300000000-S3U","LABELS WITHIN GRAND MODULE S","1","1","12/22/2014","0","12/22/2014"," LO   ","0","0","1"," No     ","12/15/2016","08/28/2017","43.61","43.61","477","03/27/2017"
"8037","473","602","      ","602-01-00001","741613-000000002","CARD HOLDER, TYPE ""A"" CARD H","245","221","01/20/2014","123","09/19/2013"," EA   ","0","0","221"," No     ","04/06/2016","08/28/2017","81.9","18099.9","            ",""
"8037","473","602","      ","602-01-00004","741613-000000001","CARD HOLDER, TYPE ""D"", CARD ","85","68","01/20/2014","123","09/19/2013"," EA   ","17","0","51"," No     ","04/06/2016","08/28/2017","12.63","644.13","            ",""
"8037","473","602","      ","602-01-00006","741612-000000002","PLASTIC PROTECTOR FOR TYPE ""","85","68","01/20/2014","123","09/19/2013"," EA   ","17","0","51"," No     ","04/06/2016","08/28/2017","2.63","134.13","            ",""
"8037","473","602","      ","602-01-00029","790300-000000001","HOLDER, LABEL, 4 X 6-1/16, A","2","1","09/29/2014","180","04/02/2014"," EA   ","0","0","1"," No     ","01/14/2016","08/28/2017","4.1","4.1","            ",""
"8037","473","630","      ","630-02-00012","630100000027-001","PAINT, PRIMER               ","1","1","01/20/2014","35","12/16/2013"," GL   ","0","0","1"," No     ","08/17/2016","08/28/2017","0","0","            ",""
"8037","473","630","      ","630-02-00012","630100000027-001","PAINT, PRIMER               ","1","1","01/20/2014","35","12/16/2013"," GL   ","0","0","1"," No     ","08/17/2016","08/28/2017","0","0","            ",""
"8037","473","630","      ","630-02-00013","630115070004-001","PAINT, EPOXY POLYAMIDE, PRIM","1","1","01/20/2014","35","12/16/2013"," KT   ","0","0","1"," No     ","08/17/2016","08/28/2017","62.53","62.53","471","09/09/2016"
"8037","473","631","      ","631-01-000L5","630600252700-001","MS-200 LOW V.O.C. ACRYLIC   ","60","60","01/20/2014","60","11/21/2013"," GL   ","0","0","60"," Yes    ","05/20/2014","08/28/2017","80.87","4852.2","481","08/23/2017"
"8037","473","631","      ","631-01-000L6","630600252700-002","MS-200 LOW V.O.C. ACRYLIC EP","15","15","01/20/2014","60","11/21/2013"," GL   ","0","0","15"," Yes    ","05/20/2014","08/28/2017","80.87","1213.05","481","08/23/2017"
"8037","473","631","      ","631-01-000L7","630600252700-003","MS-200 LOW V.O.C. ACRYLIC EP","15","15","01/20/2014","60","11/21/2013"," GL   ","0","0","15"," Yes    ","05/20/2014","08/28/2017","80.87","1213.05","481","08/23/2017"
"8037","473","631","      ","631-01-000L8","630100250608-001","PRIMER,NON-SKID,MIL-PRF-2466","200","100","01/20/2014","60","11/21/2013"," GL   ","0","0","100"," Yes    ","05/20/2014","08/28/2017","51.78","5178","            ",""
"8037","473","631","      ","631-01-000L9","630100250608-002","PRIMER,NON-SKID,MIL-PRF-2466","300","300","01/20/2014","60","11/21/2013"," GL   ","0","0","300"," Yes    ","05/20/2014","08/28/2017","0","0","481","08/23/2017"
"8037","473","631","      ","631-01-00L10","630100250608-003","PRIMER,NON-SKID,MIL-PRF-2466","52","52","01/20/2014","35","12/16/2013"," GL   ","0","0","52"," Yes    ","05/20/2014","08/28/2017","51.78","2692.56","481","08/23/2017"
"8037","473","631","      ","631-01-00L11","630215260308-001","PAINT SPRAY NON-SKID MIL-PRF","350","225","01/20/2014","35","12/16/2013"," GL   ","0","0","225"," Yes    ","05/20/2014","08/28/2017","71.76","16146","            ",""
"8037","473","631","      ","631-01-00L12","630215260308-002","PAINT SPRAY NON-SKID MIL-PRF","180","180","01/20/2014","35","12/16/2013"," GL   ","0","0","180"," Yes    ","05/20/2014","08/28/2017","45.91","8263.8","481","08/23/2017"
"8037","473","631","      ","631-01-00L18","630600480300-001","PAINT,SHERWIN-WILLIAMS POLYS","20","20","01/20/2014","35","12/16/2013"," GL   ","0","0","20"," Yes    ","05/20/2014","08/28/2017","139.71","2794.2","481","08/23/2017"
"8037","473","631","      ","631-01-00L19","630600480300-002","PAINT,SHERWIN-WILLIAMS POLYS","12","12","01/20/2014","60","11/21/2013"," GL   ","0","0","12"," Yes    ","05/20/2014","08/28/2017","139.71","1676.52","481","08/23/2017"
"8037","473","631","      ","631-01-00L20","630600480300-003","PAINT,SHERWIN-WILLIAMS POLYS","20","20","01/20/2014","60","11/21/2013"," GL   ","0","0","20"," Yes    ","05/20/2014","08/28/2017","139.71","2794.2","481","08/23/2017"
"8037","473","631","      ","631-01-00L24","630200032911-003","PAINT, DOD-E-24607 CHLORINAT","18","3","01/20/2014","35","12/16/2013"," GL   ","0","0","3"," Yes    ","05/20/2014","08/28/2017","45.49","136.47","            ",""
"8037","473","631","      ","631-01-00L26","630600200000-001","ANTI CONDENSATION TEMPCOAT 1","70","50","01/20/2014","35","12/16/2013"," GL   ","0","0","50"," Yes    ","05/20/2014","08/28/2017","52.99","2649.5","            ",""
"8037","473","631","      ","631-01-00L28","630600121900-001","FAST CLAD ER EPOXY,BRUSH GRA","959","951","01/20/2014","35","12/16/2013"," KT   ","0","0","951"," Yes    ","05/20/2014","08/28/2017","77.41","73616.91","            ",""
"8037","473","631","      ","631-01-00L29","630600121900-002","FAST CLAD ER EPOXY,BRUSH GRA","31","24","01/20/2014","35","12/16/2013"," KT   ","0","0","24"," Yes    ","05/20/2014","08/28/2017","77.41","1857.84","            ",""
"8037","473","631","      ","631-01-00L32","630200121926-006","PAINT, HIGH SOLID EDGE RETEN","108","79","01/20/2014","35","12/16/2013"," GL   ","0","0","79"," Yes    ","05/20/2014","08/28/2017","57.58","4548.82","            ",""
"8037","473","631","      ","631-01-00L33","630200121926-001","PAINT HIGH SOLID EDGE RETENT","922","897","01/20/2014","35","12/16/2013"," GL   ","0","0","897"," Yes    ","05/20/2014","08/28/2017","72.28","64835.16","            ",""
"8037","473","631","      ","631-01-00L34","630200121926-007","PAINT, HIGH SOLID EDGE RETEN","193","133","01/20/2014","35","12/16/2013"," GL   ","0","0","133"," Yes    ","05/20/2014","08/28/2017","72.28","9613.24","            ",""
"8037","473","631","      ","631-01-00L35","630200121926-002","PAINT HIGH SOLID EDGE RETENT","90","60","01/20/2014","35","12/16/2013"," GL   ","0","0","60"," Yes    ","05/20/2014","08/28/2017","72.28","4336.8","            ",""
"8037","473","631","      ","631-01-00L37","630200430004-002","FORMULA 111 EPOXY           ","15","15","01/20/2014","35","12/16/2013"," GL   ","0","0","15"," Yes    ","05/20/2014","08/28/2017","39.34","590.1","481","08/23/2017"
"8037","473","631","      ","631-01-00L39","630600121900-004","PAINT, MIL-PRF-23236 TYPE VI","100","100","01/20/2014","35","12/16/2013"," GL   ","0","0","100"," Yes    ","05/20/2014","08/28/2017","0","0","481","08/23/2017"
"8037","473","631","      ","631-01-00L40","630600453130-001","PAINT, TT-P-28H ALUM HEAT RE","40","40","01/20/2014","35","12/16/2013"," GL   ","0","0","40"," Yes    ","05/20/2014","08/28/2017","102.82","4112.8","481","08/23/2017"
"8037","473","631","      ","631-01-00L41","630200032428-016","PAINT, MIL-PRF-24635, TYPE I","5","5","01/20/2014","35","12/16/2013"," GL   ","0","0","5"," Yes    ","05/20/2014","08/28/2017","64.59","322.95","481","08/23/2017"
"8037","473","631","      ","631-01-00L42","630200032428-017","PAINT, MIL-PRF-24635, TYPE I","5","5","01/20/2014","35","12/16/2013"," GL   ","0","0","5"," Yes    ","05/20/2014","08/28/2017","64.59","322.95","481","08/23/2017"
"8037","473","631","      ","631-01-00L43","630100000000-001","PC WELD PRECONSTRUCTION PRIM","260","260","01/20/2014","35","12/16/2013"," GL   ","0","0","260"," Yes    ","05/20/2014","08/28/2017","0","0","            ",""
"8037","473","631","      ","631-01-00L44","630100000000-002","PC WELD PRECONSTRUCTION PRIM","300","300","01/20/2014","35","12/16/2013"," GL   ","0","0","300"," No     ","08/15/2014","08/28/2017","49.479","14843.7","403","07/12/2006"
"8037","473","631","      ","631-01-00L47","630200032428-001","PAINT, MIL-PRF-24635 TYPE II","9","5","01/20/2014","35","12/16/2013"," GL   ","0","0","5"," Yes    ","05/20/2014","08/28/2017","57.95","289.75","            ",""
"8037","473","631","      ","631-01-00L48","630200032428-002","PAINT, MIL-PRF-24635 TYPE II","9","4","01/20/2014","35","12/16/2013"," GL   ","0","0","4"," Yes    ","05/20/2014","08/28/2017","72.52","290.08","            ",""
"8037","473","631","      ","631-01-00L49","630200032428-022","PAINT,MIL-DTL-PRF-24635 TYPE","9","7","01/20/2014","35","12/16/2013"," GL   ","0","0","7"," Yes    ","05/20/2014","08/28/2017","47.47","332.29","            ",""
"8037","473","631","      ","631-01-00L50","630200032428-003","PAINT, MIL-PRF-24635 TYPE II","9","8","01/20/2014","35","12/16/2013"," GL   ","0","0","8"," Yes    ","05/20/2014","08/28/2017","50.2","401.6","            ",""
"8037","473","631","      ","631-01-00L51","630200032428-004","PAINT, MIL-PRF-24635 TYPE II","9","9","01/20/2014","35","12/16/2013"," GL   ","0","0","9"," Yes    ","05/20/2014","08/28/2017","50.2","451.8","481","08/23/2017"
"8037","473","631","      ","631-01-00L52","630200032428-005","PAINT, MIL-PRF-24635 TYPE II","9","8","01/20/2014","35","12/16/2013"," GL   ","0","0","8"," Yes    ","05/20/2014","08/28/2017","64.59","516.72","            ",""
"8037","473","631","      ","631-01-00L53","630200032428-006","PAINT, MIL-PRF-24635 TYPE II","9","8","01/20/2014","35","12/16/2013"," GL   ","0","0","8"," Yes    ","05/20/2014","08/28/2017","64.59","516.72","            ",""
"8037","473","631","      ","631-01-00L54","630200032428-020","PAINT, PRF-24635 TYPE II CLA","9","9","01/20/2014","35","12/16/2013"," GL   ","0","0","9"," Yes    ","05/20/2014","08/28/2017","64.59","581.31","481","08/23/2017"
"8037","473","631","      ","631-01-00L55","630200032428-007","PAINT, MIL-PRF-24635 TYPE II","9","9","01/20/2014","35","12/16/2013"," GL   ","0","0","9"," Yes    ","05/20/2014","08/28/2017","60.3","542.7","481","08/23/2017"
"8037","473","631","      ","631-01-00L56","630200032428-008","PAINT, MIL-PRF-24635 TYPE II","9","9","01/20/2014","35","12/16/2013"," GL   ","0","0","9"," Yes    ","05/20/2014","08/28/2017","64.59","581.31","481","08/23/2017"
"8037","473","631","      ","631-01-00L57","630200032428-009","PAINT, MIL-PRF-24635 TYPE II","9","8","01/20/2014","35","12/16/2013"," GL   ","0","0","8"," Yes    ","05/20/2014","08/28/2017","118.11","944.88","            ",""
"8037","473","631","      ","631-01-00L58","630200032428-010","PAINT, MIL-PRF-24635 TYPE II","9","8","01/20/2014","35","12/16/2013"," GL   ","0","0","8"," Yes    ","05/20/2014","08/28/2017","50.2","401.6","            ",""
"8037","473","631","      ","631-01-00L59","630200032428-011","PAINT, MIL-PRF-24635 TYPE II","9","8","01/20/2014","35","12/16/2013"," GL   ","0","0","8"," Yes    ","05/20/2014","08/28/2017","50.2","401.6","            ",""
"8037","473","631","      ","631-01-00L60","630200032428-012","PAINT, MIL-PRF-24635 TYPE II","9","9","01/20/2014","35","12/16/2013"," GL   ","0","0","9"," Yes    ","05/20/2014","08/28/2017","48.97","440.73","481","08/23/2017"
"8037","473","631","      ","631-01-00L61","630200032428-013","PAINT, MIL-PRF-24635 TYPE II","9","9","01/20/2014","35","12/16/2013"," GL   ","0","0","9"," Yes    ","05/20/2014","08/28/2017","61.47","553.23","481","08/23/2017"
"8037","473","631","      ","631-01-00L62","630200032428-014","PAINT, MIL-PRF-24635 TYPE II","9","9","01/20/2014","35","12/16/2013"," GL   ","0","0","9"," Yes    ","05/20/2014","08/28/2017","61.47","553.23","481","08/23/2017"
"8037","473","631","      ","631-01-00L63","630200032428-015","PAINT, MIL-PRF-24635 TYPE II","9","9","01/20/2014","35","12/16/2013"," GL   ","0","0","9"," Yes    ","05/20/2014","08/28/2017","61.47","553.23","481","08/23/2017"
"8037","473","631","      ","631-01-00L71","631800-000000001","PRESERVATIVE, FLO-COAT OR EQ","220","220","01/20/2014","35","12/16/2013"," GL   ","0","0","220"," Yes    ","05/20/2014","08/28/2017","16.3454","3595.988","471","10/03/2014"
"8037","473","631","      ","631-01-00L72","160200060000-001","PRESERVATIVE, LUBE OIL TANK ","300","247","01/20/2014","35","12/16/2013"," GL   ","55","0","192"," Yes    ","05/20/2014","08/28/2017","18.44","3540.48","            ",""
"8037","473","631","      ","631-01-00L73","630100440327-001","PAINT, FORMULA 84, TT-P-645 ","200","200","01/20/2014","35","12/16/2013"," GL   ","0","0","200"," Yes    ","05/20/2014","08/28/2017","0","0","481","08/23/2017"
"8037","473","631","      ","631-01-00L74","671200-000000003","MARKING AND WARNING TAPE, TA","10","10","01/20/2014","35","12/16/2013"," GL   ","0","0","10"," Yes    ","05/20/2014","08/28/2017","0","0","481","08/23/2017"
"8037","473","631","      ","631-01-00L75","630200430004-005","FASTCLAD BRUSH GRADE EPOXY. ","500","500","01/20/2014","35","12/16/2013"," KT   ","0","0","500"," Yes    ","05/20/2014","08/28/2017","0","0","481","08/23/2017"
"8037","473","631","      ","631-01-00L77","630300000000-001","RX-2390, MINTEQ             ","1","1","01/20/2014","180","07/24/2013"," EA   ","0","0","1"," Yes    ","05/20/2014","08/28/2017","32.55","32.55","403","04/11/2008"
"8037","473","631","      ","631-01-00L91","630200032428-018","PAINT, MIL-PRF-24635, TYPE I","10","10","01/20/2014","35","12/16/2013"," GL   ","0","0","10"," No     ","02/25/2016","08/28/2017","50.2","502","475","05/27/2015"
"8037","473","631","      ","631-01-00L94","630200430004-006","ACRYLIC EPOXY, MIL-PRF-24667","50","50","01/20/2014","35","12/16/2013"," GL   ","0","0","50"," Yes    ","03/12/2014","08/28/2017","80.87","4043.5","481","08/23/2017"
"8037","473","631","      ","631-01-0L113","630300000000-007","PAINT, LATEX, MIL-PRF-24596 ","10","10","01/20/2014","35","12/16/2013"," GL   ","0","0","10"," No     ","06/12/2015","08/28/2017","52.99","529.9","475","05/29/2015"
"8037","473","631","      ","631-01-0L113","630300000000-007","PAINT, LATEX, MIL-PRF-24596 ","10","10","01/20/2014","35","12/16/2013"," GL   ","0","0","10"," No     ","06/12/2015","08/28/2017","52.99","529.9","475","05/29/2015"
"8037","473","631","      ","631-01-0L114","630300000000-008","PAINT, LATEX, MIL-PRF-24596 ","10","10","01/20/2014","35","12/16/2013"," GL   ","0","0","10"," No     ","06/12/2015","08/28/2017","52.99","529.9","475","05/29/2015"
"8037","473","631","      ","631-01-0L116","630300000000-010","PAINT, MIL-PRF-32171B, TYPE ","40","28","01/20/2014","35","12/16/2013"," GL   ","0","0","28"," No     ","12/17/2014","08/28/2017","88.88","2488.64","            ",""
"8037","473","631","      ","631-01-0L121","630300000000-011","POLYSILOXANE XLE, RED #11105","1","1","01/20/2014","35","12/16/2013"," EA   ","0","0","1"," No     ","12/17/2014","08/28/2017","139.71","139.71","481","08/23/2017"
"8037","473","631","      ","631-01-0L122","630300000000-012","POLYSILOXANE XLE, WHITE #179","1","1","01/20/2014","35","12/16/2013"," EA   ","0","0","1"," No     ","12/17/2014","08/28/2017","139.71","139.71","481","08/23/2017"
"8037","473","631","      ","631-01-0L123","630300000000-013","POLYSILOXANE XLE, BLUE #1518","1","1","01/20/2014","35","12/16/2013"," EA   ","0","0","1"," No     ","12/17/2014","08/28/2017","139.71","139.71","481","08/23/2017"
"8037","473","631","      ","631-01-0L124","630300000000-014","POLYSILOXANE XLE,YELLOW #135","1","1","01/20/2014","35","12/16/2013"," EA   ","0","0","1"," No     ","12/17/2014","08/28/2017","139.71","139.71","481","08/23/2017"
"8037","473","631","      ","631-01-0L26A","630600200000-004","PAINT, ANTICONDENSATION COAT","40","35","01/20/2014","35","12/16/2013"," GL   ","0","0","35"," No     ","05/27/2014","08/28/2017","54.15","1895.25","            ",""
"8037","473","631","      ","631-01-0L26B","630600200000-002","ANTI-CONDENSATION COATING   ","40","35","01/20/2014","35","12/16/2013"," GL   ","0","0","35"," Yes    ","05/20/2014","08/28/2017","54.15","1895.25","            ",""
"8037","473","631","      ","631-01-0L26C","630600200000-003","ANTI-CONDENSATION COATING   ","40","30","01/20/2014","35","12/16/2013"," GL   ","0","0","30"," Yes    ","05/20/2014","08/28/2017","54.15","1624.5","            ",""
"8037","473","631","      ","631-01-0L30C","630300000000-026","PAINT, HIGH SOLIDS EDGE RETE","500","500","01/20/2014","35","12/16/2013"," EA   ","0","0","500"," No     ","12/17/2014","08/28/2017","0","0","            ",""
"8037","473","631","      ","631-01-L1001","630324000000-001","GARNET BLAST ABRASIVE       ","80","80","01/20/2014","123","09/19/2013"," EA   ","0","0","80"," No     ","05/20/2014","08/28/2017","0","0","            ",""
"8037","473","992","      ","992-01-00308","712603-000000002","ROD, 1-8UNC X 32"", ALLOY STE","8","8","01/20/2014","14","01/06/2014"," FT   ","0","0","8"," No     ","01/19/2015","08/28/2017","7.48","59.84","            ",""
"8037","473","167","      ","167-03-00061-S00","            -S00","PIN, QUICK RELEASE, 5/8"", ST","4","4","07/03/2015","123","03/02/2015"," EA   ","0","0","4"," No     ","04/19/2017","08/28/2017","4.22","16.88","            ",""
"8037","473","180","      ","180-93-00056-S00","            -S00","BOLT, HEX-HD, 3/8-16UNC-2AX2","24","24","02/03/2014","123","10/03/2013"," EA   ","0","0","24"," No     ","06/05/2017","08/28/2017","6.27","150.48","            ",""
"8037","473","180","      ","180-93-00057-S00","            -S00","NUT, SLFLKG, 3/8-16UNJC-3B, ","24","24","02/03/2014","123","10/03/2013"," EA   ","0","0","24"," No     ","06/05/2017","08/28/2017","0.76","18.24","            ",""
"8037","473","180","      ","180-93-00058-S00","            -S00","WASHER, 3/8"", FLAT, STL GR 8","24","24","02/03/2014","123","10/03/2013"," EA   ","0","0","24"," No     ","06/05/2017","08/28/2017","0.47","11.28","            ",""
"8037","473","180","      ","180-97-00100-S00","            -S00","LOCTITE BLUE 242, 0.34 OZ   ","1","1","01/20/2014","123","09/19/2013"," EA   ","0","0","1"," No     ","06/08/2017","08/28/2017","15.18","15.18","            ",""
"8037","473","180","      ","180-97-00101-S00","            -S00","WASHER, FLAT, M6, CRES 316  ","16","16","02/03/2014","123","10/03/2013"," EA   ","0","0","16"," No     ","06/08/2017","08/28/2017","0.01","0.16","            ",""
"8037","473","180","      ","180-97-00104-S00","            -S00","BOLT, HEX HD, M6 X 1 X 20   ","16","16","02/03/2014","123","10/03/2013"," EA   ","0","0","16"," No     ","06/08/2017","08/28/2017","0.06","0.96","            ",""
"8037","473","259","      ","259-05-00077-S01","            -S00","HEX HEAD CAP SCREW, 8MM X 1.","8","8","04/24/2014","123","12/22/2013"," EA   ","0","0","8"," No     ","06/12/2017","08/28/2017","0","0","            ",""
"8037","473","259","      ","259-05-00417-S01","            -S00","HEX HEAD CAP SCREW, 3-1/4"" L","8","8","04/24/2014","123","12/22/2013"," EA   ","0","0","8"," No     ","06/12/2017","08/28/2017","0","0","            ",""
"8037","473","259","      ","259-05-00420-S01","            -S00","HEX HD CAP SCREW, 3/4-10UNC-","16","16","04/24/2014","123","12/22/2013"," EA   ","0","0","16"," No     ","06/12/2017","08/28/2017","0","0","            ",""
"8037","473","259","      ","259-05-00523-S00","            -S00","ATTACHMENT, ROD, 1"" ROD SIZE","1","1","02/03/2014","123","10/03/2013"," EA   ","0","0","1"," No     ","07/25/2017","08/28/2017","0","0","            ",""
"8037","473","259","      ","259-05-00528-S00","            -S00","HEX HD CAP SCREW,1-1/8-7UNC-","2","2","07/01/2014","123","02/28/2014"," EA   ","0","0","2"," No     ","06/14/2017","08/28/2017","0","0","            ",""
"8037","473","259","      ","259-05-00529-S00","            -S00","NUT, HVY HEX, 1-1/8-7UNC-2B ","2","2","07/01/2014","123","02/28/2014"," EA   ","0","0","2"," No     ","06/14/2017","08/28/2017","0","0","            ",""
"8037","473","259","      ","259-05-00544-S00","            -S00","CAPSCREW, 3/4-10 UNC-2A x 2""","2","2","06/11/2014","123","02/08/2014"," EA   ","0","0","2"," No     ","06/14/2017","08/28/2017","0","0","            ",""
"8037","473","259","      ","259-05-00545-S00","            -S00","NUT, HVY HEX JAM, 1-8UNC-2B ","3","3","07/01/2014","123","02/28/2014"," EA   ","0","0","3"," No     ","06/14/2017","08/28/2017","0","0","            ",""
"8037","473","259","      ","259-05-00546-S00","            -S00","NUT, HVY HEX, SELF LKG      ","1","1","07/01/2014","123","02/28/2014"," EA   ","0","0","1"," No     ","06/14/2017","08/28/2017","0","0","            ",""
"8037","473","259","      ","259-05-0550A-S00","            -S00","EYE ROD, WELDED, 1"", STEEL  ","4","4","06/11/2014","123","02/08/2014"," EA   ","0","0","4"," No     ","06/14/2017","08/28/2017","0","0","            ",""
"8037","473","259","      ","259-05-0575T-S00","            -S00","ROD, CONTINUOUS THREAD, 1"", ","1","1","06/11/2014","123","02/08/2014"," EA   ","0","0","1"," No     ","06/14/2017","08/28/2017","0","0","            ",""
"8037","473","259","      ","259-05-22010-S01","            -S00","WASHER, INSULATING,2.25 X 0.","24","24","02/03/2014","123","10/03/2013"," EA   ","0","0","24"," No     ","06/21/2017","08/28/2017","0","0","            ",""
"8037","473","259","      ","259-05-22011-S01","            -S00","WASHER, INSULATING,1.44 X 0.","24","24","02/03/2014","123","10/03/2013"," EA   ","0","0","24"," No     ","06/21/2017","08/28/2017","0","0","            ",""
"8037","473","259","      ","259-05-22012-S01","            -S00","WASHER, FLAT, 316L CRES, 2.2","8","8","02/03/2014","123","10/03/2013"," EA   ","0","0","8"," No     ","06/21/2017","08/28/2017","0","0","            ",""
"8037","473","259","      ","259-05-22014-S01","            -S00","NUT, HEX, HEAVY, 7/8""-9UNC-2","8","8","02/03/2014","14","01/20/2014"," EA   ","0","0","8"," No     ","06/21/2017","08/28/2017","0","0","            ",""
"8037","473","259","      ","259-05-22018-S01","            -S00","NUT, HEX, HEAVY, 7/8""-9UNC-2","16","16","02/03/2014","14","01/20/2014"," EA   ","0","0","16"," No     ","06/21/2017","08/28/2017","0","0","            ",""
"8037","473","259","      ","259-05-22019-S01","            -S00","WASHER, 8MM, 321 CRES       ","16","16","02/03/2014","14","01/20/2014"," EA   ","0","0","16"," No     ","06/21/2017","08/28/2017","0","0","            ",""
"8037","473","259","      ","259-07-00102-S01","            -S00","NUT, HEX, HEAVY, 3/4""-11UNC-","8","8","03/21/2014","123","11/18/2013"," EA   ","0","0","8"," No     ","06/12/2017","08/28/2017","0","0","            ",""
"8037","473","437","      ","437-11-00001-S02","            -S00","SCREW, 10-32 X 0.5, 316 SSTL","8","8","02/03/2014","123","10/03/2013"," EA   ","1","0","7"," No     ","06/02/2017","08/28/2017","4.95","34.65","            ",""
"8037","473","437","      ","437-11-00001-S03","            -S00","LOCKNUT, 10-32, 316 SSTL    ","8","8","02/03/2014","123","10/03/2013"," EA   ","1","0","7"," No     ","06/02/2017","08/28/2017","4.65","32.55","            ",""
"8037","473","437","      ","437-11-00001-S04","            -S00","WASHER, FLAT, #10, 316 SSTL ","8","8","02/03/2014","123","10/03/2013"," EA   ","1","0","7"," No     ","06/02/2017","08/28/2017","4.24","29.68","            ",""
"8037","473","437","      ","437-11-00001-S05","            -S00","SCREW, 8-32 X 0.75"", 316 SST","2","2","02/03/2014","123","10/03/2013"," EA   ","1","0","1"," No     ","06/02/2017","08/28/2017","7.61","7.61","            ",""
"8037","473","505","      ","505-01-00108-S00","            -S00","TAPE, DBL SIDE FOAM, 1"" X 5 ","2","2","03/07/2014","123","11/04/2013"," EA   ","0","0","2"," No     ","05/15/2017","08/28/2017","28.56","57.12","467","05/23/2017"
"8037","473","613","      ","613-01-00S14-800","712230040000-003","SCREW, PAN HD, 8-32UNC, CRES","1","1","01/20/2014","14","01/06/2014"," EA   ","0","0","1"," No     ","07/03/2017","08/28/2017","0","0","            ",""
"8037","473","613","      ","613-01-00S14-801","701004020000-001","LANYARD, 3/64"" WIRE ROPE, CR","1","1","01/20/2014","30","12/21/2013"," EA   ","0","0","1"," No     ","07/03/2017","08/28/2017","0","0","            ",""
"8037","473","613","      ","613-01-00S14-802","711304270000-012","PIN, QUICK RELEASE, 1"", CRES","1","1","01/20/2014","14","01/06/2014"," EA   ","0","0","1"," No     ","07/03/2017","08/28/2017","0","0","            ",""
"8037","473","665","      ","665-01-00007-801","761407-000000001","SHIELD, DRILL PRESS, DELTA  ","1","0","02/24/2014","180","08/28/2013"," EA   ","0","1","1"," No     ","08/17/2016","08/28/2017","38.4","38.4","469","08/30/2016"
"8039","473","656","      ","656-01-00019","130202001400-001","ANGLE, ALUMINUM, 1""X1""X.12""T","5","5","10/16/2014","7","10/09/2014"," EA   ","0","0","5"," No     ","08/18/2017","08/28/2017","9.35","46.75","450","04/16/2009"
"8039","473","656","      ","656-01-00034","100407141100-001","PLATE, 316L STAINLESS STEEL ","1","1","10/16/2014","21","09/25/2014"," EA   ","0","0","1"," No     ","08/18/2017","08/28/2017","503.75","503.75","450","04/29/2009"
"8039","473","656","      ","656-01-00034","100407141100-001","PLATE, 316L STAINLESS STEEL ","1","1","10/16/2014","21","09/25/2014"," EA   ","0","0","1"," No     ","08/18/2017","08/28/2017","503.75","503.75","450","04/29/2009"
"8041","473","437","      ","437-05-00201-S03","            -S00","MODIFY AFFF PUSHBUTTON STATI","1","1","04/05/2017","123","12/03/2016"," EA   ","0","0","1"," No     ","04/05/2017","04/05/2017","0","0","            ",""
"8043","473","167","      ","167-01-00012","610512-000000001","MISC PARTS,AVTN MISSION ZONE","1","1","02/12/2015","140","09/25/2014"," EA   ","0","0","1"," No     ","07/10/2014","08/28/2017","0","0","471","08/04/2014"
"8043","473","167","      ","167-01-00972","610600040000-001","CLIPS, ALUMINUM, HATCH AND  ","20","20","01/20/2014","56","11/25/2013"," EA   ","0","0","20"," No     ","06/12/2015","08/28/2017","54","1080","469","07/02/2012"
"8043","473","167","      ","167-01-00973","611200030000-001","CLIP, STL, FOR MANHOLE WRENC","30","30","01/20/2014","120","09/22/2013"," EA   ","0","0","30"," No     ","10/02/2014","08/28/2017","12","360","475","03/01/2016"
