"","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","Name","PO","Line","Unit Price","Order Qty","Delivered Qty","Committed Qty","Commit Amnt","Delv.date","Acct /Proj /Dept","CLIN","Effort","ECP/REA"
"487","512","    512-01-V0024","VALVE, VENT, WATERTIGHT,","VALVE     ","VENT              ","   ","103406","IMECO INC   ","510306","30","1917","1","0","1","1917","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0024-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","31","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0025","VALVE, VENT, WATERTIGHT,","VALVE     ","VENT              ","   ","103406","IMECO INC   ","510306","32","1917","1","0","1","1917","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0025-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","33","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0027","VALVE, VENT, WATERTIGHT,","VALVE     ","VENT              ","   ","103406","IMECO INC   ","510306","34","2482","1","0","1","2482","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0027-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","35","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0028","VALVE, VENT, WATERTIGHT,","VALVE     ","VENT              ","   ","103406","IMECO INC   ","510306","36","7492","1","0","1","7492","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0028-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","37","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0029","VALVE, VENT, WATERTIGHT,","VALVE     ","VENT              ","   ","103406","IMECO INC   ","510306","38","2482","1","0","1","2482","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0029-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","39","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"PROJECT:","487","","","","","","","","","","","","","","","","","","",""
"SWBS :","512"," 512M - HEAT,VENT","& AIR COND.","","","","","","","","","","","","","","","","",""
"487","512","    512-01-V0032","VALVE, VENT, WATERTIGHT,","VALVE     ","VENT              ","   ","103406","IMECO INC   ","510306","40","3552","1","0","1","3552","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0032-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","41","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0034","VALVE, VENT, WATERTIGHT,","VALVE     ","VENT              ","   ","103406","IMECO INC   ","510306","42","1917","1","0","1","1917","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0034-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","43","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0035","VALVE, VENT, WATERTIGHT,","VALVE     ","VENT              ","   ","103406","IMECO INC   ","510306","44","1917","1","0","1","1917","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0035-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","45","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0036","VALVE, VENT, WATERTIGHT,","VALVE     ","VENT              ","   ","103406","IMECO INC   ","510306","46","8213","1","0","1","8213","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0036-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","47","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0038","VALVE, VENT, WATERTIGHT,","VALVE     ","VENT              ","   ","103406","IMECO INC   ","510306","48","2924","1","0","1","2924","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0038-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","49","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0039","VALVE, VENT, WATERTIGHT,","VALVE     ","VENT              ","   ","103406","IMECO INC   ","510306","50","7798","1","0","1","7798","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0039-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","51","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0040","VALVE, VENT, WATERTIGHT,","VALVE     ","VENT              ","   ","103406","IMECO INC   ","510306","52","8361","1","0","1","8361","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0040-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","53","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0041","VALVE, VENT, WATERTIGHT,","VALVE     ","VENT              ","   ","103406","IMECO INC   ","510306","54","7187","1","0","1","7187","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0041-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","55","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0043","VALVE, VENT, WATERTIGHT,","VALVE     ","VENT              ","   ","103406","IMECO INC   ","510306","56","2177","1","0","1","2177","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0043-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","57","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0044","VALVE, VENT, WATERTIGHT,","VALVE     ","VENT              ","   ","103406","IMECO INC   ","510306","58","7187","1","0","1","7187","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0044-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","59","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0045","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","60","3673","1","0","1","3673","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0045-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","61","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0046","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","62","2788","1","0","1","2788","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0046-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","63","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0047","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","64","7492","1","0","1","7492","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0047-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","65","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0048","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","66","7918","1","0","1","7918","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0048-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","67","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0049","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","68","3924","1","0","1","3924","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0049-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","69","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0050","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","70","3673","1","0","1","3673","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0050-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","71","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0051","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","72","3552","1","0","1","3552","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0051-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","73","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0052","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","74","3924","1","0","1","3924","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0052-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","75","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0053","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","76","2788","1","0","1","2788","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0053-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","77","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0054","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","78","2924","1","0","1","2924","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0054-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","79","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0055","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","80","8170","1","0","1","8170","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0055-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","81","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0056","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","82","10036","1","0","1","10036","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0056-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","83","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0057","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","84","10036","1","0","1","10036","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0057-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","85","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0058","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","86","3673","1","0","1","3673","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0058-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","87","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0059","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","88","3094","1","0","1","3094","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0059-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","89","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0060","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","90","7918","1","0","1","7918","12/20/2017","       /    /    ","            ","            ",""
"PROJECT:","487","","","","","","","","","","","","","","","","","","",""
"SWBS :","512"," 512M - HEAT,VENT","& AIR COND.","","","","","","","","","","","","","","","","",""
"487","512","512-01-V0060-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","91","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0061","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","92","3673","1","0","1","3673","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0061-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","93","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0062","VALVE, VENTILATION, WATE","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","94","12279","1","0","1","12279","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0062-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","95","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0063","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","96","9272","1","0","1","9272","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0063-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","97","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0064","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","98","8170","1","0","1","8170","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0064-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","99","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0065","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","100","6881","1","0","1","6881","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0065-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","101","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0066","VALVE, VENTILATION, WATE","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","102","7492","1","0","1","7492","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0066-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","103","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0067","VALVE, VENTILATION, WATE","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","104","8361","1","0","1","8361","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0067-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","105","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0068","VALVE, VENTILATION, WATE","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","106","8170","1","0","1","8170","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0068-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","107","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0069","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","108","3673","1","0","1","3673","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0069-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","109","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0070","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","110","7187","1","0","1","7187","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0070-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","111","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0072","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","112","8213","1","0","1","8213","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0072-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","113","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0073","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","114","10036","1","0","1","10036","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0073-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","115","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0076","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","116","7492","1","0","1","7492","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0076-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","117","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0077","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","118","6316","1","0","1","6316","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0077-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","119","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0082","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","120","3552","1","0","1","3552","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0082-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","121","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0083","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","122","3552","1","0","1","3552","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0083-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","123","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0084","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","124","8361","1","0","1","8361","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0084-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","125","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0085","VALVE, VENTILATION, WATE","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","126","8213","1","0","1","8213","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0085-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","127","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0091","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","128","1917","1","0","1","1917","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0091-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","129","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0092","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","130","2482","1","0","1","2482","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0092-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","131","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0093","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","132","7492","1","0","1","7492","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0093-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","133","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0094","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","134","8213","1","0","1","8213","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0094-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","135","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0121","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","136","8213","1","0","1","8213","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0121-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","137","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0124","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","138","8361","1","0","1","8361","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0124-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","139","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0125","VALVE, VENT, WATERTIGHT ","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","140","7343","1","0","1","7343","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0125-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","141","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"PROJECT:","487","","","","","","","","","","","","","","","","","","",""
"SWBS :","512"," 512M - HEAT,VENT","& AIR COND.","","","","","","","","","","","","","","","","",""
"487","512","    512-01-V0126","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","142","7187","1","0","1","7187","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0126-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","143","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0127","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","144","7187","1","0","1","7187","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0127-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","145","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0128","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","146","7195","1","0","1","7195","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0128-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","147","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0129","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","148","10037","1","0","1","10037","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0129-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","149","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0135","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","150","2482","1","0","1","2482","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0135-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","151","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0136","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","152","2482","1","0","1","2482","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0136-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","153","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0137","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","154","1917","1","0","1","1917","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0137-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","155","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0138","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","156","2788","1","0","1","2788","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0138-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","157","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0145","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","158","7918","1","0","1","7918","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0145-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","159","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0149","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","160","7492","1","0","1","7492","12/20/2017","       /    /    ","            ","            ",""
